author	place	region		
BuenosAiresProvince	10	Буэнос-Айрес	Аргентина
Burlington	10	Берлингтон	США
cambridge	10	Кембридж	Великобритания
Cambridgeshire	10	Кембриджшир	Великобритания
Canterbury	10	Кентербери	Великобритания
Canton	10	Кантон	США
CataluÃ±aAutonomousCommunity	10	Каталония	Испания
Catalunya	10	Каталония	Испания
ChernihivOblast	10	Черниговская область	Украина
Cheshire	10	Чешир	Великобритания
Clinton	10	Клинтон	США
Cocos(Keeling)Islands	10	Кокосовые острова	Австралия
Columbia	10	Колумбия	США
ComunidadValencianaAutonomousCommunity	10	Валенсия	Испания
Cornwall	10	Корнуолл	Великобритания
Coventry	10	Ковентри	Великобритания
Crete	10	Крит	Крит
crimea	10	Крым	Россия
Croydon	10	Лондон	Великобритания
Damascus	10	Дамаск	Сирия
Dayton	10	Дейтон	США
defaultcity	10	Москва	Россия
Default-city	10	Москва	Россия
Default-City	10	Москва	Россия
DefaultSity	10	Москва	Россия
Derby	10	Дерби	Великобритания
Derbyshire	10	Дерби	Великобритания
DesMoines	10	Де-Мойн	США
Deutschland	10	Германия	Германия
Devon	10	Девон	Великобритания
Dnipropetrovs'k	10	Днепропетровская область	Украина
DnipropetrovskOblast	10	Днепропетровская область	Украина
Donbass	10	Донбасс	Украина
Donetskregion	10	Донецкая область	Украина
Dover	10	Довер	Великобритания
Dundee	10	Данди	Великобритания
Ecuador	10	Эквадор	Эквадор
Emilia-RomagnaRegion	10	Эмилия-Романья	Италия
england	10	Великобритания	Великобритания
England	10	Великобритания	Великобритания
Eritrea	10	Эритрея	Эритрея
España	10	Испания	Испания
Essex	10	Эссекс	Великобритания
Exeter	10	Эксетер	Великобритания
Fairfield	10	Фэрфилд	США
Farmington	10	Фармингтон	США
Franklin	10	Франклин	США
FreeStateofBavaria	10	Бавария	Германия
FreeStateofSaxony	10	Саксония	Германия
FrenchSouthernTerritories	10	Французские Южные и Антарктические Территории	Франция
Galway	10	Голуэй	Ирландия
GardenCity	10	Нью-Йорк	США
Gauteng	10	Гаутенг	ЮАР
Gelderland	10	Гелдерланд	Нидерланды
Georgetown	10	Джорджтаун	Гайана
Gloucester	10	Глостер	Великобритания
Granada	10	Гранада	Испания
GreaterManchester	10	Большой Манчестер	Великобритания
Greenville	10	Гринвилл	США
Guam	10	Гуам	США
GuangdongProvince	10	Гуандун	КНР
Guyana	10	Гайана	Гайана
HaDaromDistrict	10	Южный округ	Израиль
HarjuCounty	10	Харьюмаа	Эстония
HaTzafonDistrict	10	Северный округ	Израиль
HeardandMcDonaldIslands	10	Остров Херд и острова Макдональд	Австралия
HefaDistrict	10	Хайфский округ	Израиль
Hertfordshire	10	Хартфордшир	Великобритания
Herts	10	Хартфордшир	Великобритания
Hokkaido	10	Хоккаидо	Япония
Hollywood	10	Голливуд	США
HomyelProvince	10	Гомельская область	Украина
Hull	10	Кингстон-апон-Халл	Великобритания
Ida-ViruCounty	10	Ида-Вирумаа	Эстония
Ida-Virumaa	10	Ида-Вирумаа	Эстония
IledeFrance	10	Иль-де-Франс	Франция
Ile-de-FranceRegion	10	Иль-де-Франс	Франция
Île-de-FranceRegion	10	Иль-де-Франс	Франция
Iraq	10	Ирак	Ирак
italia	10	Италия	Италия
Italia	10	Италия	Италия
JawaBaratProvince	10	Западная Ява	Индонезия
Jordan	10	Джордан	США
Kanagawa	10	Канагава	Япония
Kansas	10	Канзас	США
kent	10	Кент	Великобритания
KhersonOblast	10	Херсонская область	Украина
Kirovograd	10	Кировоград	Украина
Krimea	10	Крым	Россия
Kyiev	10	Киев	Украина
KyivCity	10	Киев	Украина
Kyivska	10	Киев	Украина
Kyiv/Киев	10	Киев	Украина
Kиeв	10	Киев	Украина
Lafayette	10	Лафейетт	США
Lancashire	10	Ланкашир	Великобритания
Leicester	10	Лестер	Великобритания
Limburg	10	Лимбурд	Нидерланды
Lincolnshire	10	Линкольншир	Великобритания
LisboaDistrict	10	Лиссабон	Португалия
Lod	10	Лод	Израиль
Lombardia	10	Ломбардия	Италия
LombardiaRegion	10	Ломбардия	Италия
LongBeach	10	Лонг-Бич	США
Louisville	10	Луисвилл	США
LowerSaxonyState	10	Нижняя Саксония	Германия
LuhanskOblast	10	Луганская область	Украина
MadridAutonomousCommunity	10	Мадрид	Испания
MahilyowProvince	10	Могилевская область	Белоруссия
Maine	10	Майне	США
Maldives	10	Мальдивы	Мальдивы
Manila	10	Манила	Филиппины
Manitoba	10	Манитоба	Канада
Mansfield	10	Мэнсфилд	Великобритания
Marietta	10	Мариетта	США
Marion	10	Марион	США
MarshallIslands	10	Маршалловы Острова	США
melbourne	10	Мельбурн	Австралия
Merkaz	10	Мерказ ха-Рав	Израиль
Merseyside	10	Мерсисайд	Великобритания
MetroManila	10	Столичный регион	Филиппины
Micronesia	10	Микронезия	Микронезия
Middletown	10	Мидлтаун	США
Milford	10	Милфорд	США
Milton	10	Милтон-Кинс	Великобритания
Mississippi	10	Миссиссиппи	США
Mocsow	10	Москва	Россия
Montana	10	Монтана	США
montreal	10	Монреаль	Канада
Montrose	10	Монтроз	Шотландия
Mos	10	Москва	Россия
Moscau	10	Москва	Россия
mOscow	10	Москва	Россия
Mos-cow	10	Москва	Россия
Moscow:)	10	Москва	Россия
Moscow?	10	Москва	Россия
Moscow™	10	Москва	Россия
Mos-Cow	10	Москва	Россия
MOscow	10	Москва	Россия
Moscowarea	10	Москва	Россия
MoscowArea	10	Москва	Россия
moscowcity	10	Москва	Россия
Moscow-CITY	10	Москва	Россия
MoscowDistrict	10	Москва	Россия
Moscowfuckin'city	10	Москва	Россия
Moscowfuckingcity	10	Москва	Россия
MoscowMills	10	Москва	Россия
Moscow/Moskau/Москва	10	Москва	Россия
Moscowneversleep	10	Москва	Россия
Moscowneversleeps	10	Москва	Россия
MoscowReBublic	10	Москва	Россия
Moscowreg.	10	Москва	Россия
MoscowRockCity	10	Москва	Россия
Moscow/Russia	10	Москва	Россия
Moscow(Russia)	10	Москва	Россия
Moscow-sity	10	Москва	Россия
Moscowstate	10	Москва	Россия
moscu	10	Москва	Россия
Mosk	10	Москва	Россия
Moskovia	10	Москва	Россия
MosKow	10	Москва	Россия
Moskowregion	10	Москва	Россия
MoskowRegion	10	Москва	Россия
Moskowsity	10	Москва	Россия
moskwa	10	Москва	Россия
